Likes,Feature,Value
132817,val6,122474
132817,val7,30912
132817,val8,646
132817,val1,3358
132817,val2,5682
132817,val3,394
132817,val4,323
132817,val5,523
132817,val6,4200
132817,val7,2426
132817,val8,298
132201,val1,3254
132201,val2,5644
132201,val3,371
132201,val4,344
132201,val5,513
132201,val6,5069
132201,val7,2846
132201,val8,283
132201,val1,50640
132201,val2,121234
132201,val3,2240
132201,val4,1577
132201,val5,2779
132201,val6,92348
132201,val7,34880
132201,val8,1790
132201,val1,3734
132201,val2,6218
132201,val3,529
132201,val4,434
132201,val5,794
132201,val6,4831
132201,val7,2868
132201,val8,389
132201,val1,2594
132201,val2,4220
132201,val3,347
132201,val4,315
132201,val5,529
132201,val6,3418
132201,val7,2067
132201,val8,248
132201,val1,2232
132201,val2,3772
132201,val3,376
132201,val4,322
132201,val5,440
132201,val6,2205
132201,val7,1306
132201,val8,257
132201,val1,22120
132201,val2,54734
132201,val3,979
132201,val4,906
132201,val5,1751
132201,val6,46700
132201,val7,17528
132201,val8,796
132201,val1,7980
132201,val2,12978
132201,val3,630
132201,val4,398
132201,val5,521
132201,val6,9342
132201,val7,5372
132201,val8,467
132201,val1,1659
132201,val2,2845
132201,val3,345
132201,val4,321
132201,val5,424
132201,val6,1604
132201,val7,915
132201,val8,239
132201,val1,1006
132201,val2,1594
132201,val3,277
132201,val4,268
132201,val5,354
132201,val6,1055
132201,val7,651
132201,val8,187
132201,val1,12728
132201,val2,21685
132201,val3,844
132201,val4,461
132201,val5,683
132201,val6,15779
132201,val7,8844
132201,val8,657
131956,val1,28880
131956,val2,64746
131956,val3,1062
131956,val4,991
131956,val5,1971
131956,val6,40181
131956,val7,15808
131956,val8,740
131956,val1,1330
131956,val2,2327
131956,val3,363
131956,val4,351
131956,val5,433
131956,val6,1475
131956,val7,827
131956,val8,230
131956,val1,14424
131956,val2,26000
131956,val3,304
131956,val4,286
131956,val5,383
131956,val6,25539
131956,val7,14056
131956,val8,291
131956,val1,14200
131956,val2,26728
131956,val3,1393
131956,val4,1354
131956,val5,3214
131956,val6,25610
131956,val7,13376
131956,val8,1233
131956,val1,5746
131956,val2,9874
131956,val3,769
131956,val4,632
131956,val5,1063
131956,val6,7407
131956,val7,4288
131956,val8,584
131956,val1,2540
131956,val2,4372
131956,val3,389
131956,val4,330
131956,val5,458
131956,val6,3655
131956,val7,2063
131956,val8,279
131956,val1,4324
131956,val2,7241
131956,val3,548
131956,val4,431
131956,val5,676
131956,val6,4972
131956,val7,3008
131956,val8,401
131808,val1,8260
131808,val2,14305
131808,val3,997
131808,val4,953
131808,val5,1211
131808,val6,12905
131808,val7,7360
131808,val8,956
131808,val1,20168
131808,val2,35904
131808,val3,3370
131808,val4,3244
131808,val5,5106
131808,val6,26881
131808,val7,15056
131808,val8,2806
131808,val1,5046
131808,val2,9084
131808,val3,528
131808,val4,477
131808,val5,906
131808,val6,7723
131808,val7,4184
131808,val8,421
131808,val1,15296
131808,val2,25269
131808,val3,2827
131808,val4,2781
131808,val5,3627
131808,val6,22103
131808,val7,13296
131808,val8,2602
131728,val1,3414
131728,val2,6369
131728,val3,473
131728,val4,342
131728,val5,525
131728,val6,4518
131728,val7,2390
131728,val8,360
131728,val1,95424
131728,val2,252207
131728,val3,699
131728,val4,575
131728,val5,882
131728,val6,78287
131728,val7,22016
131728,val8,417
131728,val1,14824
131728,val2,21863
131728,val3,868
131728,val4,591
131728,val5,966
131728,val6,13498
131728,val7,8560
131728,val8,650
131630,val1,3504
131630,val2,5699
131630,val3,444
131630,val4,374
131630,val5,497
131630,val6,4487
131630,val7,2730
131630,val8,348
131630,val1,2822
131630,val2,5058
131630,val3,424
131630,val4,351
131630,val5,486
131630,val6,3681
131630,val7,2020
131630,val8,327
131630,val1,2973
131630,val2,5063
131630,val3,356
131630,val4,297
131630,val5,415
131630,val6,3764
131630,val7,2208
131630,val8,266
131630,val1,10824
131630,val2,20573
131630,val3,135
131630,val4,126
131630,val5,153
131630,val6,20030
131630,val7,10384
131630,val8,126
131630,val1,4592
131630,val2,6691
131630,val3,320
131630,val4,289
131630,val5,423
131630,val6,3238
131630,val7,2100
131630,val8,222
131630,val1,3176
131630,val2,5278
131630,val3,372
131630,val4,319
131630,val5,577
131630,val6,3993
131630,val7,2426
131630,val8,279
131300,val1,10956
131300,val2,19279
131300,val3,128
131300,val4,119
131300,val5,130
131300,val6,18838
131300,val7,10564
131300,val8,123
131300,val1,10888
131300,val2,19744
131300,val3,913
131300,val4,783
131300,val5,1370
131300,val6,14425
131300,val7,8048
131300,val8,722
131300,val1,3594
131300,val2,6316
131300,val3,424
131300,val4,354
131300,val5,530
131300,val6,4319
131300,val7,2468
131300,val8,309
131300,val1,3384
131300,val2,6166
131300,val3,451
131300,val4,395
131300,val5,561
131300,val6,4708
131300,val7,2508
131300,val8,344
130791,val1,4096
130791,val2,7200
130791,val3,487
130791,val4,406
130791,val5,723
130791,val6,4911
130791,val7,2826
130791,val8,355
130791,val1,19968
130791,val2,35161
130791,val3,1016
130791,val4,592
130791,val5,909
130791,val6,26701
130791,val7,14792
130791,val8,757
130791,val1,4892
130791,val2,8499
130791,val3,536
130791,val4,460
130791,val5,721
130791,val6,7389
130791,val7,4206
130791,val8,428
130791,val1,17360
130791,val2,33613
130791,val3,2573
130791,val4,2448
130791,val5,6017
130791,val6,23338
130791,val7,11800
130791,val8,1905
130791,val1,21872
130791,val2,40413
130791,val3,3872
130791,val4,3822
130791,val5,7327
130791,val6,24667
130791,val7,12920
130791,val8,2218
130791,val1,180480
130791,val2,319133
130791,val3,8072
130791,val4,4010
130791,val5,6242
130791,val6,108752
130791,val7,51456
130791,val8,3316
130791,val1,44464
130791,val2,66824
130791,val3,1052
130791,val4,930
130791,val5,1571
130791,val6,22904
130791,val7,14080
130791,val8,559
130791,val1,2881
130791,val2,5188
130791,val3,550
130791,val4,503
130791,val5,730
130791,val6,3840
130791,val7,2040
130791,val8,323
129600,val1,3460
129600,val2,6503
129600,val3,541
129600,val4,482
129600,val5,667
129600,val6,4371
129600,val7,2260
129600,val8,314
129600,val1,3406
129600,val2,5656
129600,val3,571
129600,val4,512
129600,val5,731
129600,val6,4446
129600,val7,2598
129600,val8,355
129600,val1,2602
129600,val2,4349
129600,val3,479
129600,val4,444
129600,val5,588
129600,val6,3342
129600,val7,1946
129600,val8,287
129600,val1,5848
129600,val2,9068
129600,val3,622
129600,val4,570
129600,val5,795
129600,val6,6651
129600,val7,4212
129600,val8,383
129600,val1,26944
129600,val2,43464
129600,val3,877
129600,val4,740
129600,val5,1097
129600,val6,20270
129600,val7,10208
129600,val8,563
129600,val1,5292
129600,val2,9321
129600,val3,756
129600,val4,646
129600,val5,1033
129600,val6,5867
129600,val7,3404
129600,val8,516
129600,val1,15576
129600,val2,27513
129600,val3,2417
129600,val4,2327
129600,val5,3098
129600,val6,19078
129600,val7,10840
129600,val8,1839
129600,val1,54256
129600,val2,82011
129600,val3,1620
129600,val4,963
129600,val5,1419
129600,val6,42128
129600,val7,24224
129600,val8,977
129600,val1,3726
129600,val2,6372
129600,val3,602
129600,val4,574
129600,val5,785
129600,val6,4760
129600,val7,2852
129600,val8,399
129600,val1,31904
129600,val2,50539
129600,val3,863
129600,val4,770
129600,val5,1106
129600,val6,24010
129600,val7,12992
129600,val8,583
129600,val1,40336
129600,val2,65309
129600,val3,1407
129600,val4,1330
129600,val5,2251
129600,val6,27771
129600,val7,14848
129600,val8,907
129600,val1,4220
129600,val2,7774
129600,val3,685
129600,val4,597
129600,val5,838
129600,val6,4404
129600,val7,2326
129600,val8,407
129600,val1,4666
129600,val2,8360
129600,val3,729
129600,val4,648
129600,val5,1014
129600,val6,5010
129600,val7,2818
129600,val8,459
129600,val1,4274
129600,val2,7948
129600,val3,701
129600,val4,638
129600,val5,1020
129600,val6,5936
129600,val7,3164
129600,val8,460
129600,val1,28208
129600,val2,41650
129600,val3,964
129600,val4,827
129600,val5,1237
129600,val6,18035
129600,val7,11120
129600,val8,636
128032,val1,3330
128032,val2,5461
128032,val3,513
128032,val4,478
128032,val5,652
128032,val6,3675
128032,val7,2196
128032,val8,307
128032,val1,3528
128032,val2,5918
128032,val3,550
128032,val4,513
128032,val5,787
128032,val6,4606
128032,val7,2660
128032,val8,360
128032,val1,38576
128032,val2,55398
128032,val3,1355
128032,val4,890
128032,val5,1328
128032,val6,17365
128032,val7,12624
128032,val8,827
128032,val1,2628
128032,val2,4264
128032,val3,528
128032,val4,503
128032,val5,652
128032,val6,3086
128032,val7,1846
128032,val8,328
128032,val1,7232
128032,val2,12735
128032,val3,758
128032,val4,700
128032,val5,1236
128032,val6,8855
128032,val7,4712
128032,val8,471
128032,val1,10188
128032,val2,16978
128032,val3,1473
128032,val4,1441
128032,val5,2136
128032,val6,14450
128032,val7,8536
128032,val8,1395
128032,val1,6408
128032,val2,11881
128032,val3,909
128032,val4,861
128032,val5,14974
128032,val6,7243
128032,val7,4040
128032,val8,490
128032,val1,3414
128032,val2,6050
128032,val3,515
128032,val4,493
128032,val5,710
128032,val6,5005
128032,val7,2704
128032,val8,340
128032,val1,53056
128032,val2,65260
128032,val3,2003
128032,val4,1412
128032,val5,2089
128032,val6,23679
128032,val7,17104
128032,val8,975
128032,val1,66976
128032,val2,111502
128032,val3,1191
128032,val4,1054
128032,val5,1641
128032,val6,40203
128032,val7,19968
128032,val8,708
127082,val1,76096
127082,val2,94644
127082,val3,2889
127082,val4,2495
127082,val5,4596
127082,val6,31096
127082,val7,19744
127082,val8,1276
126424,val1,5458
126424,val2,9098
126424,val3,1007
126424,val4,933
126424,val5,1181
126424,val6,5307
126424,val7,3204
126424,val8,537
126424,val1,3706
126424,val2,6194
126424,val3,895
126424,val4,884
126424,val5,1173
126424,val6,4700
126424,val7,2726
126424,val8,493
126424,val1,18320
126424,val2,31448
126424,val3,3742
126424,val4,3682
126424,val5,7854
126424,val6,25584
126424,val7,14920
126424,val8,3300
126424,val1,2316
126424,val2,3611
126424,val3,722
126424,val4,716
126424,val5,862
126424,val6,2545
126424,val7,1529
126424,val8,372
126424,val1,139008
126424,val2,277100
126424,val3,1779
126424,val4,1643
126424,val5,2356
126424,val6,107502
126424,val7,38720
126424,val8,1008
126345,val1,5854
126345,val2,11854
126345,val3,1043
126345,val4,947
126345,val5,19779
126345,val6,5901
126345,val7,2894
126345,val8,583
126345,val1,109056
126345,val2,191324
126345,val3,2552
126345,val4,2457
126345,val5,4906
126345,val6,48765
126345,val7,25024
126345,val8,1353
126345,val1,3212
126345,val2,4908
126345,val3,735
126345,val4,720
126345,val5,897
126345,val6,3399
126345,val7,2162
126345,val8,375
126345,val1,3046
126345,val2,4909
126345,val3,909
126345,val4,872
126345,val5,1147
126345,val6,3559
126345,val7,2126
126345,val8,477
126345,val1,12044
126345,val2,20327
126345,val3,2240
126345,val4,2193
126345,val5,3599
126345,val6,17717
126345,val7,10400
126345,val8,2119
126141,val1,9652
126141,val2,16968
126141,val3,1400
126141,val4,1381
126141,val5,2801
126141,val6,15917
126141,val7,8972
126141,val8,1035
126141,val1,28112
126141,val2,47721
126141,val3,1631
126141,val4,1537
126141,val5,2438
126141,val6,41207
126141,val7,23440
126141,val8,1225
126141,val1,8628
126141,val2,14847
126141,val3,870
126141,val4,843
126141,val5,1692
126141,val6,11970
126141,val7,6796
126141,val8,774
126141,val1,2431
126141,val2,4180
126141,val3,389
126141,val4,383
126141,val5,7980
126141,val6,3963
126141,val7,2301
126141,val8,342
126141,val1,20560
126141,val2,24112
126141,val3,936
126141,val4,860
126141,val5,1126
126141,val6,5648
126141,val7,3856
126141,val8,460
126141,val1,20896
126141,val2,29062
126141,val3,1418
126141,val4,1038
126141,val5,2048
126141,val6,19738
126141,val7,13656
126141,val8,998
125612,val1,2402
125612,val2,4072
125612,val3,170
125612,val4,145
125612,val5,286
125612,val6,3147
125612,val7,1794
125612,val8,137
125612,val1,1729
125612,val2,3289
125612,val3,596
125612,val4,591
125612,val5,735
125612,val6,2888
125612,val7,1406
125612,val8,340
125612,val1,4320
125612,val2,7127
125612,val3,753
125612,val4,681
125612,val5,1021
125612,val6,4569
125612,val7,2782
125612,val8,459
125612,val1,2585
125612,val2,4410
125612,val3,569
125612,val4,560
125612,val5,781
125612,val6,3802
125612,val7,2144
125612,val8,348
125612,val1,3322
125612,val2,5969
125612,val3,610
125612,val4,569
125612,val5,852
125612,val6,4111
125612,val7,2236
125612,val8,375
125612,val1,3600
125612,val2,5807
125612,val3,691
125612,val4,656
125612,val5,913
125612,val6,3351
125612,val7,2110
125612,val8,436
125612,val1,11620
125612,val2,21564
125612,val3,1160
125612,val4,1138
125612,val5,2042
125612,val6,20024
125612,val7,10568
125612,val8,920
125612,val1,4248
125612,val2,7004
125612,val3,724
125612,val4,671
125612,val5,920
125612,val6,5063
125612,val7,3114
125612,val8,501
125612,val1,2763
125612,val2,4388
125612,val3,564
125612,val4,523
125612,val5,650
125612,val6,3519
125612,val7,2124
125612,val8,375
125612,val1,3558
125612,val2,5396
125612,val3,621
125612,val4,568
125612,val5,775
125612,val6,3708
125612,val7,2392
125612,val8,403
124940,val1,8324
124940,val2,14480
124940,val3,840
124940,val4,834
124940,val5,1388
124940,val6,13786
124940,val7,7736
124940,val8,662
124940,val1,6952
124940,val2,11469
124940,val3,909
124940,val4,779
124940,val5,1229
124940,val6,7431
124940,val7,4292
124940,val8,646
124940,val1,2823
124940,val2,4955
124940,val3,552
124940,val4,503
124940,val5,622
124940,val6,3579
124940,val7,1966
124940,val8,348
124940,val1,63840
124940,val2,102620
124940,val3,1382
124940,val4,1229
124940,val5,1871
124940,val6,32470
124940,val7,16480
124940,val8,760
124940,val1,11608
124940,val2,15323
124940,val3,985
124940,val4,705
124940,val5,940
124940,val6,8419
124940,val7,5840
124940,val8,594
124940,val1,58304
124940,val2,80871
124940,val3,884
124940,val4,715
124940,val5,1034
124940,val6,2289
124940,val7,1408
124940,val8,340
124940,val1,4762
124940,val2,8303
124940,val3,842
124940,val4,725
124940,val5,1014
124940,val6,6086
124940,val7,3494
124940,val8,569
124940,val1,6150
124940,val2,10217
124940,val3,750
124940,val4,676
124940,val5,969
124940,val6,6253
124940,val7,3742
124940,val8,445
124940,val1,4644
124940,val2,8178
124940,val3,768
124940,val4,683
124940,val5,1000
124940,val6,5651
124940,val7,3144
124940,val8,506
124940,val1,22464
124940,val2,29650
124940,val3,1029
124940,val4,934
124940,val5,1408
124940,val6,9376
124940,val7,6864
124940,val8,546
124940,val1,3754
124940,val2,6295
124940,val3,791
124940,val4,730
124940,val5,1072
124940,val6,4343
124940,val7,2590
124940,val8,482
124940,val1,4452
124940,val2,7998
124940,val3,666
124940,val4,658
124940,val5,948
124940,val6,7037
124940,val7,3768
124940,val8,397
124940,val1,3576
124940,val2,5525
124940,val3,664
124940,val4,618
124940,val5,870
124940,val6,4229
124940,val7,2672
124940,val8,403
124940,val1,3028
124940,val2,4794
124940,val3,579
124940,val4,548
124940,val5,740
124940,val6,3574
124940,val7,2184
124940,val8,349
124940,val1,4022
124940,val2,6503
124940,val3,647
124940,val4,616
124940,val5,995
124940,val6,5416
124940,val7,3312
124940,val8,423
124940,val1,52736
124940,val2,73584
124940,val3,1635
124940,val4,1622
124940,val5,2824
124940,val6,18580
124940,val7,10144
124940,val8,876
124940,val1,47376
124940,val2,70212
124940,val3,1557
124940,val4,1426
124940,val5,2051
124940,val6,22710
124940,val7,13344
124940,val8,697
123047,val1,3234
123047,val2,5113
123047,val3,756
123047,val4,724
123047,val5,937
123047,val6,3476
123047,val7,2174
123047,val8,347
123047,val1,3322
123047,val2,5553
123047,val3,702
123047,val4,656
123047,val5,863
123047,val6,3484
123047,val7,1968
123047,val8,328
123047,val1,6768
123047,val2,11525
123047,val3,768
123047,val4,672
123047,val5,930
123047,val6,7048
123047,val7,4012
123047,val8,408
123047,val1,11304
123047,val2,20647
123047,val3,1141
123047,val4,1065
123047,val5,1874
123047,val6,14792
123047,val7,7800
123047,val8,732
123047,val1,13544
123047,val2,18474
123047,val3,759
123047,val4,733
123047,val5,1082
123047,val6,7326
123047,val7,4120
123047,val8,408
123047,val1,3418
123047,val2,5659
123047,val3,581
123047,val4,546
123047,val5,770
123047,val6,4491
123047,val7,2620
123047,val8,327
123047,val1,3662
123047,val2,6476
123047,val3,560
123047,val4,522
123047,val5,677
123047,val6,4930
123047,val7,2660
123047,val8,319
123047,val1,56672
123047,val2,104966
123047,val3,2579
123047,val4,1334
123047,val5,1850
123047,val6,78678
123047,val7,37408
123047,val8,1831
123047,val1,3294
123047,val2,5499
123047,val3,526
123047,val4,488
123047,val5,599
123047,val6,4658
123047,val7,2710
123047,val8,305
121540,val1,3110
121540,val2,5405
121540,val3,732
121540,val4,712
121540,val5,892
121540,val6,4605
121540,val7,2540
121540,val8,342
121540,val1,3806
121540,val2,6486
121540,val3,722
121540,val4,658
121540,val5,880
121540,val6,4955
121540,val7,2772
121540,val8,361
120050,val1,3776
120050,val2,6736
120050,val3,577
120050,val4,529
120050,val5,719
120050,val6,4846
120050,val7,2614
120050,val8,371
120050,val1,39040
120050,val2,55633
120050,val3,1684
120050,val4,1183
120050,val5,2123
120050,val6,32021
120050,val7,19712
120050,val8,1101
120050,val1,4032
120050,val2,7278
120050,val3,684
120050,val4,607
120050,val5,848
120050,val6,4935
120050,val7,2644
120050,val8,432
120050,val1,21248
120050,val2,34095
120050,val3,1049
120050,val4,918
120050,val5,1438
120050,val6,11280
120050,val7,6664
120050,val8,536
119198,val1,4344
119198,val2,8025
119198,val3,692
119198,val4,626
119198,val5,872
119198,val6,4911
119198,val7,2528
119198,val8,367
119198,val1,2718
119198,val2,4698
119198,val3,566
119198,val4,528
119198,val5,663
119198,val6,3601
119198,val7,1992
119198,val8,306
119198,val1,3024
119198,val2,5630
119198,val3,596
119198,val4,560
119198,val5,721
119198,val6,4114
119198,val7,2098
119198,val8,341
119198,val1,10152
119198,val2,17099
119198,val3,1636
119198,val4,1599
119198,val5,2755
119198,val6,15382
119198,val7,8980
119198,val8,1613
119198,val1,4708
119198,val2,8090
119198,val3,678
119198,val4,594
119198,val5,889
119198,val6,4664
119198,val7,2690
119198,val8,390
119198,val1,2772
119198,val2,4642
119198,val3,526
119198,val4,479
119198,val5,604
119198,val6,3353
119198,val7,1943
119198,val8,305
119198,val1,2812
119198,val2,4954
119198,val3,536
119198,val4,485
119198,val5,672
119198,val6,3382
119198,val7,1853
119198,val8,323
119198,val1,6460
119198,val2,11373
119198,val3,823
119198,val4,706
119198,val5,1197
119198,val6,6279
119198,val7,3612
119198,val8,505
117764,val1,18056
117764,val2,32576
117764,val3,1062
117764,val4,875
117764,val5,1389
117764,val6,26514
117764,val7,14728
117764,val8,701
117764,val1,5016
117764,val2,8745
117764,val3,679
117764,val4,569
117764,val5,966
117764,val6,5904
117764,val7,3322
117764,val8,488
117764,val1,3528
117764,val2,6181
117764,val3,470
117764,val4,415
117764,val5,583
117764,val6,4249
117764,val7,2352
117764,val8,322
117764,val1,6444
117764,val2,11509
117764,val3,734
117764,val4,625
117764,val5,1157
117764,val6,7910
117764,val7,4136
117764,val8,512
117764,val1,4458
117764,val2,7753
117764,val3,491
117764,val4,432
117764,val5,676
117764,val6,5493
117764,val7,3106
117764,val8,340
117764,val1,12540
117764,val2,19301
117764,val3,344
117764,val4,322
117764,val5,396
117764,val6,16914
117764,val7,11008
117764,val8,289
117764,val1,4362
117764,val2,7378
117764,val3,604
117764,val4,509
117764,val5,767
117764,val6,5681
117764,val7,3216
117764,val8,469
117764,val1,38960
117764,val2,65149
117764,val3,2298
117764,val4,1702
117764,val5,3000
117764,val6,57722
117764,val7,34368
117764,val8,1978
117764,val1,3144
117764,val2,5067
117764,val3,392
117764,val4,356
117764,val5,507
117764,val6,3586
117764,val7,2148
117764,val8,271
117764,val1,4336
117764,val2,7705
117764,val3,574
117764,val4,484
117764,val5,847
117764,val6,5156
117764,val7,2752
117764,val8,403
117764,val1,81856
117764,val2,124753
117764,val3,3000
117764,val4,1637
117764,val5,2718
117764,val6,52477
117764,val7,27392
117764,val8,1756
116435,val1,5728
116435,val2,10164
116435,val3,676
116435,val4,587
116435,val5,1049
116435,val6,6890
116435,val7,3714
116435,val8,475
116435,val1,5490
116435,val2,9518
116435,val3,647
116435,val4,555
116435,val5,847
116435,val6,6549
116435,val7,3716
116435,val8,476
116435,val1,23832
116435,val2,42313
116435,val3,1701
116435,val4,1570
116435,val5,2838
116435,val6,37816
116435,val7,21352
116435,val8,1578
116435,val1,18552
116435,val2,25542
116435,val3,1005
116435,val4,676
116435,val5,1021
116435,val6,15973
116435,val7,10584
116435,val8,676
116435,val1,4132
116435,val2,7165
116435,val3,552
116435,val4,495
116435,val5,713
116435,val6,4908
116435,val7,2754
116435,val8,398
116435,val1,4910
116435,val2,9209
116435,val3,625
116435,val4,561
116435,val5,869
116435,val6,5768
116435,val7,2812
116435,val8,411
116435,val1,4202
116435,val2,7633
116435,val3,562
116435,val4,481
116435,val5,730
116435,val6,6173
116435,val7,3298
116435,val8,428
116091,val1,5976
116091,val2,10441
116091,val3,689
116091,val4,544
116091,val5,833
116091,val6,7055
116091,val7,4046
116091,val8,487
116091,val1,5206
116091,val2,8962
116091,val3,565
116091,val4,492
116091,val5,878
116091,val6,6461
116091,val7,3708
116091,val8,414
116091,val1,6984
116091,val2,12066
116091,val3,780
116091,val4,631
116091,val5,1116
116091,val6,8188
116091,val7,4776
116091,val8,570
116091,val1,6000
116091,val2,10300
116091,val3,577
116091,val4,539
116091,val5,886
116091,val6,7886
116091,val7,4454
116091,val8,429
116091,val1,3332
116091,val2,5797
116091,val3,463
116091,val4,406
116091,val5,552
116091,val6,4347
116091,val7,2330
116091,val8,341
116091,val1,9232
116091,val2,16811
116091,val3,908
116091,val4,861
116091,val5,1967
116091,val6,12996
116091,val7,7200
116091,val8,843
115893,val1,5212
115893,val2,9035
115893,val3,736
115893,val4,642
115893,val5,1005
115893,val6,6258
115893,val7,3608
115893,val8,597
115893,val1,24264
115893,val2,51899
115893,val3,1599
115893,val4,1485
115893,val5,3153
115893,val6,48466
115893,val7,21928
115893,val8,1392
115368,val1,4280
115368,val2,7594
115368,val3,624
115368,val4,555
115368,val5,771
115368,val6,4632
115368,val7,2530
115368,val8,497
115368,val1,6692
115368,val2,11859
115368,val3,905
115368,val4,742
115368,val5,1165
115368,val6,8391
115368,val7,4692
115368,val8,737
115368,val1,5594
115368,val2,9586
115368,val3,739
115368,val4,670
115368,val5,1048
115368,val6,5732
115368,val7,3256
115368,val8,555
115368,val1,11336
115368,val2,15350
115368,val3,583
115368,val4,547
115368,val5,724
115368,val6,13876
115368,val7,10160
115368,val8,484
113028,val1,5582
113028,val2,9903
113028,val3,708
113028,val4,620
113028,val5,923
113028,val6,6315
113028,val7,3422
113028,val8,557
113028,val1,28352
113028,val2,55202
113028,val3,1476
113028,val4,1242
113028,val5,1990
113028,val6,47899
113028,val7,24512
113028,val8,1185
113028,val1,17912
113028,val2,34774
113028,val3,2750
113028,val4,2567
113028,val5,6591
113028,val6,21009
113028,val7,11408
113028,val8,2256
113028,val1,35360
113028,val2,45260
113028,val3,339
113028,val4,325
113028,val5,477
113028,val6,9105
113028,val7,5472
113028,val8,156
113028,val1,9084
113028,val2,15194
113028,val3,962
113028,val4,916
113028,val5,1897
113028,val6,11853
113028,val7,7024
113028,val8,758
113028,val1,6880
113028,val2,11736
113028,val3,671
113028,val4,639
113028,val5,889
113028,val6,9389
113028,val7,5232
113028,val8,556
111620,val1,12824
111620,val2,18929
111620,val3,830
111620,val4,623
111620,val5,864
111620,val6,15678
111620,val7,10968
111620,val8,705
111620,val1,6596
111620,val2,9835
111620,val3,564
111620,val4,526
111620,val5,678
111620,val6,8242
111620,val7,5352
111620,val8,456
111620,val1,7492
111620,val2,12414
111620,val3,838
111620,val4,713
111620,val5,1274
111620,val6,8452
111620,val7,5024
111620,val8,670
111620,val1,44288
111620,val2,60918
111620,val3,1215
111620,val4,1105
111620,val5,1746
111620,val6,22130
111620,val7,14224
111620,val8,814
111620,val1,105632
111620,val2,147918
111620,val3,3984
111620,val4,2254
111620,val5,3391
111620,val6,48575
111620,val7,27328
111620,val8,1936
111620,val1,128064
111620,val2,251269
111620,val3,1539
111620,val4,1408
111620,val5,2506
111620,val6,84046
111620,val7,32384
111620,val8,985
109670,val1,5994
109670,val2,9970
109670,val3,964
109670,val4,838
109670,val5,1254
109670,val6,6896
109670,val7,3998
109670,val8,683
109670,val1,6172
109670,val2,10417
109670,val3,718
109670,val4,684
109670,val5,906
109670,val6,7692
109670,val7,4234
109670,val8,508
109670,val1,4986
109670,val2,8198
109670,val3,662
109670,val4,614
109670,val5,788
109670,val6,5685
109670,val7,3230
109670,val8,469
109670,val1,6668
109670,val2,10701
109670,val3,669
109670,val4,642
109670,val5,943
109670,val6,7956
109670,val7,4696
109670,val8,492
109670,val1,5298
109670,val2,8875
109670,val3,657
109670,val4,575
109670,val5,874
109670,val6,5640
109670,val7,3206
109670,val8,471
109670,val1,35008
109670,val2,45508
109670,val3,621
109670,val4,597
109670,val5,768
109670,val6,8149
109670,val7,4864
109670,val8,389
109670,val1,5402
109670,val2,8891
109670,val3,700
109670,val4,633
109670,val5,1078
109670,val6,6733
109670,val7,3992
109670,val8,514
109670,val1,9880
109670,val2,12695
109670,val3,524
109670,val4,497
109670,val5,658
109670,val6,7072
109670,val7,4732
109670,val8,382
109670,val1,3334
109670,val2,5953
109670,val3,584
109670,val4,565
109670,val5,842
109670,val6,4954
109670,val7,2604
109670,val8,440
109670,val1,3130
109670,val2,5313
109670,val3,522
109670,val4,495
109670,val5,616
109670,val6,3821
109670,val7,2112
109670,val8,385
109670,val1,32208
109670,val2,55696
109670,val3,1933
109670,val4,1367
109670,val5,2123
109670,val6,43980
109670,val7,24720
109670,val8,1568
109670,val1,20920
109670,val2,26026
109670,val3,705
109670,val4,642
109670,val5,913
109670,val6,13546
109670,val7,9768
109670,val8,538
109670,val1,3884
109670,val2,6406
109670,val3,518
109670,val4,483
109670,val5,597
109670,val6,4747
109670,val7,2686
109670,val8,392
107907,val1,4240
107907,val2,7057
107907,val3,601
107907,val4,542
107907,val5,730
107907,val6,5026
107907,val7,2868
107907,val8,461
107907,val1,3544
107907,val2,6156
107907,val3,509
107907,val4,482
107907,val5,701
107907,val6,5011
107907,val7,2746
107907,val8,387
107907,val1,3286
107907,val2,6276
107907,val3,504
107907,val4,458
107907,val5,633
107907,val6,4010
107907,val7,2162
107907,val8,376
107907,val1,71360
107907,val2,110172
107907,val3,1784
107907,val4,1732
107907,val5,3383
107907,val6,47977
107907,val7,25888
107907,val8,1103
107907,val1,3824
107907,val2,6333
107907,val3,666
107907,val4,627
107907,val5,822
107907,val6,4447
107907,val7,2604
107907,val8,462
107907,val1,6360
107907,val2,11079
107907,val3,715
107907,val4,631
107907,val5,1028
107907,val6,6661
107907,val7,3864
107907,val8,505
107907,val1,3714
107907,val2,6385
107907,val3,537
107907,val4,481
107907,val5,645
107907,val6,4441
107907,val7,2512
107907,val8,395
107907,val1,46192
107907,val2,80227
107907,val3,1364
107907,val4,1096
107907,val5,1697
107907,val6,32842
107907,val7,16960
107907,val8,762
107907,val1,39568
107907,val2,47128
107907,val3,741
107907,val4,652
107907,val5,957
107907,val6,22022
107907,val7,16096
107907,val8,519
107907,val1,70912
107907,val2,94172
107907,val3,1374
107907,val4,1106
107907,val5,1267
107907,val6,42338
107907,val7,27232
107907,val8,788
107907,val1,4552
107907,val2,7253
107907,val3,471
107907,val4,444
107907,val5,569
107907,val6,4440
107907,val7,2664
107907,val8,316
107907,val1,4390
107907,val2,7004
107907,val3,484
107907,val4,453
107907,val5,602
107907,val6,4607
107907,val7,2862
107907,val8,347
107907,val1,4770
107907,val2,7716
